Hash,RSSI,SNR,Throughput,BER,FEC,PC,MC,Delay,Jitter,HC,Ouput
8a49d95c503cf5a6ddf652db0679a3cb2406bc1a80ae76e52a4edfeabf31ffbc,1.0,1.0,1.0,0.0,0.23150924576192491,1.0,0.0,0.0,0.0,0.0,0.7025947577083056
8a49d95c503cf5a6ddf652db0679a3cb2406bc1a80ae76e52a4edfeabf31ffbc,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3907167391807548
55affa953812cbe72a9c9a8f576501ba54fd2c02d597c54e41a39c150729ab9d,0.4451655034488389,0.6261425959780622,0.055651176133103844,0.05984404975751997,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.39616098367057156
55affa953812cbe72a9c9a8f576501ba54fd2c02d597c54e41a39c150729ab9d,1.0,1.0,1.0,0.0,0.6078517512687067,1.0,0.0,0.0,0.0,0.0,0.6997305254355896
55affa953812cbe72a9c9a8f576501ba54fd2c02d597c54e41a39c150729ab9d,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.396632724541337
a1edab03948afb2b1c2cf7df007bfb72b49ea43c596ea050d235a718b999de25,0.49440462718470995,0.8935156411850008,0.062237536341121995,0.06548889803874136,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.3978745744875176
a1edab03948afb2b1c2cf7df007bfb72b49ea43c596ea050d235a718b999de25,1.0,1.0,1.0,0.0,0.14021228970219196,1.0,0.0,0.0,0.0,0.0,0.6978029720628129
a1edab03948afb2b1c2cf7df007bfb72b49ea43c596ea050d235a718b999de25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.39681542416149984
90dc53cb49893706094f64709fff34792511617c008b2ac87270c064b4391891,0.4555938651765548,0.6471062389166532,0.04156081197740671,0.06453080220174444,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.39534450754346645
90dc53cb49893706094f64709fff34792511617c008b2ac87270c064b4391891,1.0,1.0,1.0,0.0,0.19773229206463488,1.0,0.0,0.0,0.0,0.0,0.6967569936791788
90dc53cb49893706094f64709fff34792511617c008b2ac87270c064b4391891,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3975904060858635
c9baf383eaf2c6e601f2340ceab502880732324536a0d4c2dc85313f20ffd424,0.4383392928088995,0.578501628664495,0.05347721006229363,0.062260657765343196,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.3951660959881523
c9baf383eaf2c6e601f2340ceab502880732324536a0d4c2dc85313f20ffd424,1.0,1.0,1.0,0.0,0.6058290786988225,1.0,0.0,0.0,0.0,0.0,0.7011073685354579
c9baf383eaf2c6e601f2340ceab502880732324536a0d4c2dc85313f20ffd424,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.39401960113532425
9b39689104b1c1cafd076575a1a4793a132419944876cba6166ff2a3393c383f,0.4826745744810498,0.7875044754744004,0.05946900204229984,0.05988574812334497,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.4032659522927544
9b39689104b1c1cafd076575a1a4793a132419944876cba6166ff2a3393c383f,1.0,1.0,1.0,0.0,0.5985244100298305,1.0,0.0,0.0,0.0,0.0,0.6967266595913237
9b39689104b1c1cafd076575a1a4793a132419944876cba6166ff2a3393c383f,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.401577623290051
e920419c99cdad4e5249ac48b273af57b55d87aecc86eb34dca29d211789d240,0.52747296596305,0.9512518653622948,0.06381799923820078,0.050506476897757155,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.4117259498778651
e920419c99cdad4e5249ac48b273af57b55d87aecc86eb34dca29d211789d240,1.0,1.0,1.0,0.0,0.4004012933041264,1.0,0.0,0.0,0.0,0.0,0.6950676840782836
e920419c99cdad4e5249ac48b273af57b55d87aecc86eb34dca29d211789d240,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.4018004895443905
c8ae9509ff6b07aa97b3af666af877695882e16f07dbd016e1b9651e7a5763c5,0.46408098548603466,0.7067385444743935,0.057390456965858073,0.07011107502560042,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.39182576928598156
c8ae9509ff6b07aa97b3af666af877695882e16f07dbd016e1b9651e7a5763c5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7026749064275357
c8ae9509ff6b07aa97b3af666af877695882e16f07dbd016e1b9651e7a5763c5,0.0,0.0,0.0,1.0,0.6442651896010753,0.0,0.0,1.0,1.0,1.0,0.391702228623974
baff2ec9499aacd754aa22999f0da994e9ae72946019b11ca7a3aa86fa88c4dc,0.46402963671128084,0.686316482792689,0.056592373791621915,0.06355110475357,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.3933461013529586
baff2ec9499aacd754aa22999f0da994e9ae72946019b11ca7a3aa86fa88c4dc,1.0,1.0,1.0,0.0,0.3665792066302554,1.0,0.0,0.0,0.0,0.0,0.702060378145535
baff2ec9499aacd754aa22999f0da994e9ae72946019b11ca7a3aa86fa88c4dc,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.39195225374060905
7bb247c89136ca8e8b4d71efc31ba6d00d14f51b20bcfcb606272b3dceb2a4b6,0.47052947052947025,0.8392186326070621,0.06116457953996508,0.07977452908102765,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.39352510736315083
7bb247c89136ca8e8b4d71efc31ba6d00d14f51b20bcfcb606272b3dceb2a4b6,1.0,1.0,1.0,0.0,0.39602240610670797,1.0,0.0,0.0,0.0,0.0,0.6982026270806735
7bb247c89136ca8e8b4d71efc31ba6d00d14f51b20bcfcb606272b3dceb2a4b6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.39712562059648776
0e6c82c877868c96ad7a48d81ef2317b325cf9da76e47c2d759a60516f2f6f47,0.5024487424255,0.9134900256764763,0.06269349845201239,0.061567502065459,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.3906766586504191
0e6c82c877868c96ad7a48d81ef2317b325cf9da76e47c2d759a60516f2f6f47,1.0,1.0,1.0,0.0,0.4536478251562514,1.0,0.0,0.0,0.0,0.0,0.7036636747488403
0e6c82c877868c96ad7a48d81ef2317b325cf9da76e47c2d759a60516f2f6f47,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.39050927278803105
aeef59e32226019a2e96ba3190df908620bab1b30fa4349f7922fecf1a21dd42,0.6345791796549488,0.9782332261201286,0.06772169945822641,0.021114413259905127,0.60761434795947,0.4444444444444445,1.0,1.0,1.0,1.0,0.44454584788668916
aeef59e32226019a2e96ba3190df908620bab1b30fa4349f7922fecf1a21dd42,1.0,1.0,1.0,0.0,0.7751309681371094,1.0,0.0,0.0,0.0,0.0,0.697929244660655
aeef59e32226019a2e96ba3190df908620bab1b30fa4349f7922fecf1a21dd42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.39487453885286317
aeef59e32226019a2e96ba3190df908620bab1b30fa4349f7922fecf1a21dd42,0.23752353322428316,0.5756601092078689,0.00427715996578272,0.44581286798415504,1.0,0.0,0.0,1.0,1.0,1.0,0.4837454056376331
feff1c98131c5d016dee9740ecfb96f868f1a42a4bbee4632167899a74d69963,0.45028338056342704,0.6694864048338368,0.05701552718140983,0.08237725378041139,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.3890344021367775
feff1c98131c5d016dee9740ecfb96f868f1a42a4bbee4632167899a74d69963,1.0,1.0,1.0,0.0,0.2956935681100479,1.0,0.0,0.0,0.0,0.0,0.7000866162084538
feff1c98131c5d016dee9740ecfb96f868f1a42a4bbee4632167899a74d69963,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.39436208330296707
ab3ac4d0b95369311107dd292b067ba2d5c07fdb09155f35b5b0da7bb3905844,0.47303626943005206,0.7716921868865331,0.05923913043478261,0.05469206808640576,0.15837490549761407,0.4444444444444445,1.0,1.0,1.0,1.0,0.4082172820362068
ab3ac4d0b95369311107dd292b067ba2d5c07fdb09155f35b5b0da7bb3905844,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6935434382278941
ab3ac4d0b95369311107dd292b067ba2d5c07fdb09155f35b5b0da7bb3905844,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.40259998635326666
bead8d7be75608334b59ac2c44b5b1bd389d93ed1c4227186f7de35eef97fa86,0.4870912220309812,0.8603340292275573,0.06147377578020226,0.05987660659828027,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.39789217328285104
bead8d7be75608334b59ac2c44b5b1bd389d93ed1c4227186f7de35eef97fa86,1.0,1.0,1.0,0.0,0.631877797318928,1.0,0.0,0.0,0.0,0.0,0.7003453711739461
bead8d7be75608334b59ac2c44b5b1bd389d93ed1c4227186f7de35eef97fa86,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.39437475694819096
d28dfb53d5ea089bd8d22a2a8c81b1d98b2c24c808ca8060e968e0074e2dbe3d,0.47699152542372913,0.8264390457430512,0.06072845031474002,0.07338513964746135,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.39911921729429434
d28dfb53d5ea089bd8d22a2a8c81b1d98b2c24c808ca8060e968e0074e2dbe3d,1.0,1.0,1.0,0.0,0.5749373124584259,1.0,0.0,0.0,0.0,0.0,0.6957060906413407
d28dfb53d5ea089bd8d22a2a8c81b1d98b2c24c808ca8060e968e0074e2dbe3d,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.4026797118414715
aea2324e26057d92a8a541893e910945afffe08d0a7203c8f0494e28541a1bfb,0.48359128109553545,0.788216560509554,0.059464016016297284,0.06279412305406566,0.04677900631139826,0.4444444444444445,1.0,1.0,1.0,1.0,0.40443575917955216
aea2324e26057d92a8a541893e910945afffe08d0a7203c8f0494e28541a1bfb,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6955224717190329
aea2324e26057d92a8a541893e910945afffe08d0a7203c8f0494e28541a1bfb,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.39950811067123965
96f5483718bb2ef7af82befe8f516869233e501d5bd3b9db46ae3fd5cb2f7381,0.6050290486564995,0.8927093736624341,0.06209138777962329,0.02576836123773249,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.4452674718254338
96f5483718bb2ef7af82befe8f516869233e501d5bd3b9db46ae3fd5cb2f7381,1.0,1.0,1.0,0.0,0.885922765233303,1.0,0.0,0.0,0.0,0.0,0.7012267554974684
96f5483718bb2ef7af82befe8f516869233e501d5bd3b9db46ae3fd5cb2f7381,0.0,0.0,0.0,1.0,0.0005383865560119904,0.0,0.0,1.0,1.0,1.0,0.39042734514522515
96f5483718bb2ef7af82befe8f516869233e501d5bd3b9db46ae3fd5cb2f7381,0.2753267973856207,0.6490940219717506,0.00477082376223628,0.3418156378507108,1.0,0.0,0.0,1.0,1.0,1.0,0.5048092563674542
1b5a0a605ef556c5f1c3a4829d8c96afb9bad00a9fa20c882cb69edf35137337,0.5179879537685167,0.9467509025270758,0.0636559296684055,0.06399607596795653,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.39438947814982694
1b5a0a605ef556c5f1c3a4829d8c96afb9bad00a9fa20c882cb69edf35137337,1.0,1.0,1.0,0.0,0.08117418344489932,1.0,0.0,0.0,0.0,0.0,0.70140209865512
1b5a0a605ef556c5f1c3a4829d8c96afb9bad00a9fa20c882cb69edf35137337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3909004085194703
223eae06079508261b6a81754ea0b78ac70db8375d045f7450a5de4340919faf,0.5336542787726088,1.0,0.07021953422613204,0.0461012587135049,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.39761602157826903
223eae06079508261b6a81754ea0b78ac70db8375d045f7450a5de4340919faf,1.0,0.7296803652968039,1.0,0.0,0.5345486174120393,1.0,0.0,0.0,0.0,0.0,0.6989626891277687
223eae06079508261b6a81754ea0b78ac70db8375d045f7450a5de4340919faf,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.39682962085573986
f94257f0415abbf46f28eed9a8c44984f45ad0eb953bc2d9bc100d6ae65ffd84,0.49780977577308383,0.9925484351713861,0.06427235899033967,0.06477466647141907,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.3976476871875091
f94257f0415abbf46f28eed9a8c44984f45ad0eb953bc2d9bc100d6ae65ffd84,1.0,1.0,1.0,0.0,0.36364396426078816,1.0,0.0,0.0,0.0,0.0,0.6975955683346621
f94257f0415abbf46f28eed9a8c44984f45ad0eb953bc2d9bc100d6ae65ffd84,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.39812548321437585
9c7d5e3082f3364a5424aaa50ff55fb4484c05ae59af7963ed9c230886694af1,0.4330588452997781,0.7264990328820115,0.05999602938256898,0.08477191597969308,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.3969074889448671
9c7d5e3082f3364a5424aaa50ff55fb4484c05ae59af7963ed9c230886694af1,1.0,1.0,1.0,0.0,0.608694967372815,1.0,0.0,0.0,0.0,0.0,0.6925638730478226
9c7d5e3082f3364a5424aaa50ff55fb4484c05ae59af7963ed9c230886694af1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.4055290374341358
7bf50b96b8a8a2dbe3958764e75d0bf7a18f7b2a63c0e5c9931c11fc82b9c098,0.4555115649093563,0.6946011281224819,0.057543934847835404,0.06183154708912271,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.3965508917050745
7bf50b96b8a8a2dbe3958764e75d0bf7a18f7b2a63c0e5c9931c11fc82b9c098,1.0,1.0,1.0,0.0,0.40634193177456834,1.0,0.0,0.0,0.0,0.0,0.6985251555464773
7bf50b96b8a8a2dbe3958764e75d0bf7a18f7b2a63c0e5c9931c11fc82b9c098,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3970989470468356
c77e7089d0cac2789e9951c122955f3012c3a8c3f582418ef36133af661666eb,0.4827842150839139,0.8097701149425287,0.06013411204845339,0.05392285974887459,0.17778234900267206,0.4444444444444445,1.0,1.0,1.0,1.0,0.4062686874114235
c77e7089d0cac2789e9951c122955f3012c3a8c3f582418ef36133af661666eb,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6929918302690902
c77e7089d0cac2789e9951c122955f3012c3a8c3f582418ef36133af661666eb,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.40176630306930616
ba0e409ff8f04048e5aa3d198d48ef2ddb47594bc55de9c9046d3ccca3862741,0.48656667216086996,0.8260786559755633,0.06055424948350788,0.07149423709936457,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.39032297623506157
ba0e409ff8f04048e5aa3d198d48ef2ddb47594bc55de9c9046d3ccca3862741,1.0,1.0,1.0,0.0,0.3734178988751672,1.0,0.0,0.0,0.0,0.0,0.7035810206622507
ba0e409ff8f04048e5aa3d198d48ef2ddb47594bc55de9c9046d3ccca3862741,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.38975022530310904
320cb324383b8e8cd259a7e15e8ee87c3cb57df6f34ecc53e15851ffe065cb25,0.4623340198957014,0.8099762470308787,0.06066734074823053,0.07177270645648097,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.39754176990792767
320cb324383b8e8cd259a7e15e8ee87c3cb57df6f34ecc53e15851ffe065cb25,1.0,1.0,1.0,0.0,0.05389784043027295,1.0,0.0,0.0,0.0,0.0,0.6934351134299347
320cb324383b8e8cd259a7e15e8ee87c3cb57df6f34ecc53e15851ffe065cb25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.40183112667601545
a0f1c17e04000f7a48088ae0d8a761d78b7cd042ddfcb80334daa3aef9f787e1,0.609912501498262,0.8975664179624853,0.0624006084491461,0.01981632165801135,0.3351962128668957,0.4444444444444445,1.0,1.0,1.0,1.0,0.4408652145696465
a0f1c17e04000f7a48088ae0d8a761d78b7cd042ddfcb80334daa3aef9f787e1,1.0,1.0,1.0,0.0,0.6734684544695093,1.0,0.0,0.0,0.0,0.0,0.7052520959435106
a0f1c17e04000f7a48088ae0d8a761d78b7cd042ddfcb80334daa3aef9f787e1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3833682563027273
a0f1c17e04000f7a48088ae0d8a761d78b7cd042ddfcb80334daa3aef9f787e1,0.2590195373366892,0.6027473676870512,0.004425084698886814,0.3316736404244956,1.0,0.0,0.0,1.0,1.0,1.0,0.4952223486748093
2f4c752194e8fefe22b1028e94277629932796e64e847abb47a2e0c3f4e63272,0.4618348080098215,0.7466230936819171,0.056361205389283145,0.06023496305946637,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.397460871152244
2f4c752194e8fefe22b1028e94277629932796e64e847abb47a2e0c3f4e63272,1.0,1.0,1.0,0.0,0.2281478714702052,1.0,0.0,0.0,0.0,0.0,0.6948933237215158
2f4c752194e8fefe22b1028e94277629932796e64e847abb47a2e0c3f4e63272,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.4005274449946443
158e37586acab60e5731f2f617e7c6200a590f967bbdd4891dba39aef07291c8,0.4855823293172693,0.7851788756388417,0.059347782053878875,0.06149758029805375,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.40223985430918835
158e37586acab60e5731f2f617e7c6200a590f967bbdd4891dba39aef07291c8,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.698681721515382
158e37586acab60e5731f2f617e7c6200a590f967bbdd4891dba39aef07291c8,0.0,0.0,0.0,1.0,0.8378475947638699,0.0,0.0,1.0,1.0,1.0,0.39663903315504456
0b205ac811a4af487088e00070c7ae10c9d30823a2a57172928a14719a5b2668,0.49176733410557677,0.8566426765220774,0.06132510463219124,0.0569012779226146,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.4007885121472705
0b205ac811a4af487088e00070c7ae10c9d30823a2a57172928a14719a5b2668,1.0,1.0,1.0,0.0,0.7945437896768072,1.0,0.0,0.0,0.0,0.0,0.6991646020253166
0b205ac811a4af487088e00070c7ae10c9d30823a2a57172928a14719a5b2668,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.398273313901576
fbc5db7187a5d13e6c32625ae515f33586722807f17745384a2a0faeca481b2c,0.4778638964411799,0.7651461154668565,0.058886956521739135,0.06710644763813621,0.4439940441414976,0.4444444444444445,1.0,1.0,1.0,1.0,0.38706865800459084
fbc5db7187a5d13e6c32625ae515f33586722807f17745384a2a0faeca481b2c,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7054113769522554
fbc5db7187a5d13e6c32625ae515f33586722807f17745384a2a0faeca481b2c,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.38590850788114295
8e5a7495f3d9e52a1c800dd76748a19a495cdedeeb46d4303b76a7aa294d4c24,0.4942895738671252,0.8506854390515004,0.06111916292551875,0.06260688062610739,0.015037237516043179,0.4444444444444445,1.0,1.0,1.0,1.0,0.39941136030655555
8e5a7495f3d9e52a1c800dd76748a19a495cdedeeb46d4303b76a7aa294d4c24,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6996551773685505
8e5a7495f3d9e52a1c800dd76748a19a495cdedeeb46d4303b76a7aa294d4c24,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.39485633859068914
491176dde2f7f3a63ea9ba47732d7cdaf2ce281080ec0e3c9bc15968f8479b9d,0.5033434650455922,0.8750885896527285,0.061743094298544014,0.05518850027568615,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.4114510252582801
491176dde2f7f3a63ea9ba47732d7cdaf2ce281080ec0e3c9bc15968f8479b9d,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6939633957662295
491176dde2f7f3a63ea9ba47732d7cdaf2ce281080ec0e3c9bc15968f8479b9d,0.0,0.0,0.0,1.0,0.7242470137964979,0.0,0.0,1.0,1.0,1.0,0.40364071880351876
a36c24ed01cf9e191f1aa68ca17b6a22a0638eabf22c5359ed130765335a7daf,0.45730884097696706,0.6827420546932742,0.057030448169688684,0.06204712440132844,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.39460428763600897
a36c24ed01cf9e191f1aa68ca17b6a22a0638eabf22c5359ed130765335a7daf,1.0,1.0,1.0,0.0,0.5208342076268043,1.0,0.0,0.0,0.0,0.0,0.7011525510485997
a36c24ed01cf9e191f1aa68ca17b6a22a0638eabf22c5359ed130765335a7daf,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.39336991023290224
b3c4cc29e31a17ecc9338af3d7fd1ed6f22576aaa4d615596d18ec66eb8bed39,0.45395962732919226,0.626002971768202,0.05420280186791194,0.06714151335957445,0.059525193646933976,0.4444444444444445,1.0,1.0,1.0,1.0,0.3989273396139367
b3c4cc29e31a17ecc9338af3d7fd1ed6f22576aaa4d615596d18ec66eb8bed39,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6998738983361402
b3c4cc29e31a17ecc9338af3d7fd1ed6f22576aaa4d615596d18ec66eb8bed39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3947974203601807
198b652dec8f6401f61f0a0ca97acd570457b529ad1efe857569b6b883574283,0.479806598407281,0.7752688172043009,0.05916190210570353,0.05977488960285301,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.4005028178486385
198b652dec8f6401f61f0a0ca97acd570457b529ad1efe857569b6b883574283,1.0,1.0,1.0,0.0,0.2812357182838601,1.0,0.0,0.0,0.0,0.0,0.6985574030743169
198b652dec8f6401f61f0a0ca97acd570457b529ad1efe857569b6b883574283,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3964212611783353
045bd9776cab359692b95584e543431e34af0f76ed6f6108e816e1372aefd3c6,0.4747470862022541,0.697674418604651,0.0421322900110038,0.06356328473144994,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.3917374665881331
045bd9776cab359692b95584e543431e34af0f76ed6f6108e816e1372aefd3c6,1.0,1.0,1.0,0.0,0.2719815353227897,1.0,0.0,0.0,0.0,0.0,0.7046620962461714
045bd9776cab359692b95584e543431e34af0f76ed6f6108e816e1372aefd3c6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.38814331159172505
a16bbb20d3f33ae13f04d6904bfdbe242fd4b9d828a678e538e4d910a15f1d90,0.5183285325336388,0.8956122287343575,0.06228160328879753,0.05116798915818836,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.4054434782944255
a16bbb20d3f33ae13f04d6904bfdbe242fd4b9d828a678e538e4d910a15f1d90,1.0,1.0,1.0,0.0,0.8684066973322678,1.0,0.0,0.0,0.0,0.0,0.7004839229904151
a16bbb20d3f33ae13f04d6904bfdbe242fd4b9d828a678e538e4d910a15f1d90,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.394948470520621
6a2aec850cf1b18cac5e96278f97d3d9a07c1b18ab2e4e5d8f4e68e349a4227b,0.42285824792109833,0.5057875457875457,0.03818103818103817,0.07501628857917779,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.38259211472820875
6a2aec850cf1b18cac5e96278f97d3d9a07c1b18ab2e4e5d8f4e68e349a4227b,1.0,1.0,1.0,0.0,0.056428470420187116,1.0,0.0,0.0,0.0,0.0,0.7036872101510684
6a2aec850cf1b18cac5e96278f97d3d9a07c1b18ab2e4e5d8f4e68e349a4227b,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3877506968198743
93b98cf135fa9ed18d2a9c1f149d4720065df971bcca7a5f17728cfb33e2bd14,0.4603581571473653,0.6627649478013288,0.041825187786557416,0.06594346298409881,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.38881591048501013
93b98cf135fa9ed18d2a9c1f149d4720065df971bcca7a5f17728cfb33e2bd14,1.0,1.0,1.0,0.0,0.1775123138412732,1.0,0.0,0.0,0.0,0.0,0.7023142944949832
93b98cf135fa9ed18d2a9c1f149d4720065df971bcca7a5f17728cfb33e2bd14,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3903982368801484
cc90d64c99ad8ed455ab8f9f5bf147bc3397c40dc7c9724c1d15e9c7133acd5d,0.47914601601219964,0.7065277777777779,0.04237684959730287,0.06951492612989028,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.39542849503935124
cc90d64c99ad8ed455ab8f9f5bf147bc3397c40dc7c9724c1d15e9c7133acd5d,1.0,1.0,1.0,0.0,0.4582642428918271,1.0,0.0,0.0,0.0,0.0,0.7008844973255968
cc90d64c99ad8ed455ab8f9f5bf147bc3397c40dc7c9724c1d15e9c7133acd5d,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3939060465640951
6adcacd85655690ec47173180fe272ef82338a79b78f6ce6183336919d79181c,0.45409779745772416,0.6161038236114988,0.0400009969095803,0.06276191001977924,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.3950184741464168
6adcacd85655690ec47173180fe272ef82338a79b78f6ce6183336919d79181c,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7035964951041686
6adcacd85655690ec47173180fe272ef82338a79b78f6ce6183336919d79181c,0.0,0.0,0.0,1.0,0.59865053335391,0.0,0.0,1.0,1.0,1.0,0.39061421292486714
f34ff9d59cee275e2e5742e9b020a1edfcfa7335fc45be2cdc274bc212ead5a7,0.4768425291985503,0.7516813243662699,0.04387093581432176,0.05716637723540362,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.3958184805578131
f34ff9d59cee275e2e5742e9b020a1edfcfa7335fc45be2cdc274bc212ead5a7,1.0,1.0,1.0,0.0,0.7491803526659785,1.0,0.0,0.0,0.0,0.0,0.7017463238413577
f34ff9d59cee275e2e5742e9b020a1edfcfa7335fc45be2cdc274bc212ead5a7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3928550008615807
5c412281ab4ec342fa6bef8bfa9ed420ea260733f392568ee965a947efe8b870,0.4813206241832581,0.7216258766280235,0.042775417190875215,0.0572570666697708,0.15098739820795035,0.4444444444444445,1.0,1.0,1.0,1.0,0.39395508665348467
5c412281ab4ec342fa6bef8bfa9ed420ea260733f392568ee965a947efe8b870,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7023009407112928
5c412281ab4ec342fa6bef8bfa9ed420ea260733f392568ee965a947efe8b870,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.389826319756492
a4a169b0d507cc1d792309c13c8bf97dcdcb9863ea63bc16742bb234ed7c17bf,0.43291045084507623,0.579415747726833,0.054953170633455305,0.06900155117625502,0.0,0.4444444444444445,1.0,1.0,1.0,1.0,0.3994177968041114
a4a169b0d507cc1d792309c13c8bf97dcdcb9863ea63bc16742bb234ed7c17bf,1.0,1.0,1.0,0.0,0.3676365437696742,1.0,0.0,0.0,0.0,0.0,0.6938672006353516
